81	1	9	N
81	2	9	N
81	3	9	N
81	4	9	N
81	5	9	Y
81	6	9	N
81	7	9	N
81	8	9	N
81	9	9	N
81	10	9	Y
82	1	9	N
82	2	9	N
82	3	9	N
82	4	9	Y
82	5	9	N
82	6	9	N
82	7	9	N
82	8	9	N
82	9	9	Y
82	10	9	N
83	1	9	N
83	2	9	N
83	3	9	Y
83	4	9	N
83	5	9	N
83	6	9	N
83	7	9	N
83	8	9	Y
83	9	9	N
83	10	9	N
84	1	9	N
84	2	9	Y
84	3	9	N
84	4	9	N
84	5	9	N
84	6	9	N
84	7	9	Y
84	8	9	N
84	9	9	N
84	10	9	N
85	1	9	Y
85	2	9	N
85	3	9	N
85	4	9	N
85	5	9	N
85	6	9	Y
85	7	9	N
85	8	9	N
85	9	9	N
85	10	9	N
86	1	9	N
86	2	9	N
86	3	9	N
86	4	9	N
86	5	9	Y
86	6	9	N
86	7	9	N
86	8	9	N
86	9	9	N
86	10	9	Y
87	1	9	N
87	2	9	N
87	3	9	N
87	4	9	Y
87	5	9	N
87	6	9	N
87	7	9	N
87	8	9	N
87	9	9	Y
87	10	9	N
88	1	9	N
88	2	9	N
88	3	9	Y
88	4	9	N
88	5	9	N
88	6	9	N
88	7	9	N
88	8	9	Y
88	9	9	N
88	10	9	N
89	1	9	N
89	2	9	Y
89	3	9	N
89	4	9	N
89	5	9	N
89	6	9	N
89	7	9	Y
89	8	9	N
89	9	9	N
89	10	9	N
90	1	9	Y
90	2	9	N
90	3	9	N
90	4	9	N
90	5	9	N
90	6	9	Y
90	7	9	N
90	8	9	N
90	9	9	N
90	10	9	N
91	1	10	N
91	2	10	N
91	3	10	N
91	4	10	N
91	5	10	Y
91	6	10	N
91	7	10	N
91	8	10	N
91	9	10	N
91	10	10	Y
92	1	10	N
92	2	10	N
92	3	10	N
92	4	10	Y
92	5	10	N
92	6	10	N
92	7	10	N
92	8	10	N
92	9	10	Y
92	10	10	N
93	1	10	N
93	2	10	N
93	3	10	Y
93	4	10	N
93	5	10	N
93	6	10	N
93	7	10	N
93	8	10	Y
93	9	10	N
93	10	10	N
94	1	10	N
94	2	10	Y
94	3	10	N
94	4	10	N
94	5	10	N
94	6	10	N
94	7	10	Y
94	8	10	N
94	9	10	N
94	10	10	N
95	1	10	Y
95	2	10	N
95	3	10	N
95	4	10	N
95	5	10	N
95	6	10	Y
95	7	10	N
95	8	10	N
95	9	10	N
95	10	10	N
96	1	10	N
96	2	10	N
96	3	10	N
96	4	10	N
96	5	10	Y
96	6	10	N
96	7	10	N
96	8	10	N
96	9	10	N
96	10	10	Y
97	1	10	N
97	2	10	N
97	3	10	N
97	4	10	Y
97	5	10	N
97	6	10	N
97	7	10	N
97	8	10	N
97	9	10	Y
97	10	10	N
98	1	10	N
98	2	10	N
98	3	10	Y
98	4	10	N
98	5	10	N
98	6	10	N
98	7	10	N
98	8	10	Y
98	9	10	N
98	10	10	N
99	1	10	N
99	2	10	Y
99	3	10	N
99	4	10	N
99	5	10	N
99	6	10	N
99	7	10	Y
99	8	10	N
99	9	10	N
99	10	10	N
100	1	10	Y
100	2	10	N
100	3	10	N
100	4	10	N
100	5	10	N
100	6	10	Y
100	7	10	N
100	8	10	N
100	9	10	N
100	10	10	N
101	1	11	N
101	2	11	N
101	3	11	N
101	4	11	N
101	5	11	Y
101	6	11	N
101	7	11	N
101	8	11	N
101	9	11	N
101	10	11	Y
102	1	11	N
102	2	11	N
102	3	11	N
102	4	11	Y
102	5	11	N
102	6	11	N
102	7	11	N
102	8	11	N
102	9	11	Y
102	10	11	N
103	1	11	N
103	2	11	N
103	3	11	Y
103	4	11	N
103	5	11	N
103	6	11	N
103	7	11	N
103	8	11	Y
103	9	11	N
103	10	11	N
104	1	11	N
104	2	11	Y
104	3	11	N
104	4	11	N
104	5	11	N
104	6	11	N
104	7	11	Y
104	8	11	N
104	9	11	N
104	10	11	N
105	1	11	Y
105	2	11	N
105	3	11	N
105	4	11	N
105	5	11	N
105	6	11	Y
105	7	11	N
105	8	11	N
105	9	11	N
105	10	11	N
106	1	11	N
106	2	11	N
106	3	11	N
106	4	11	N
106	5	11	Y
106	6	11	N
106	7	11	N
106	8	11	N
106	9	11	N
106	10	11	Y
107	1	11	N
107	2	11	N
107	3	11	N
107	4	11	Y
107	5	11	N
107	6	11	N
107	7	11	N
107	8	11	N
107	9	11	Y
107	10	11	N
108	1	11	N
108	2	11	N
108	3	11	Y
108	4	11	N
108	5	11	N
108	6	11	N
108	7	11	N
108	8	11	Y
108	9	11	N
108	10	11	N
109	1	11	N
109	2	11	Y
109	3	11	N
109	4	11	N
109	5	11	N
109	6	11	N
109	7	11	Y
109	8	11	N
109	9	11	N
109	10	11	N
110	1	11	Y
110	2	11	N
110	3	11	N
110	4	11	N
110	5	11	N
110	6	11	Y
110	7	11	N
110	8	11	N
110	9	11	N
110	10	11	N
111	1	12	N
111	2	12	N
111	3	12	N
111	4	12	N
111	5	12	Y
111	6	12	N
111	7	12	N
111	8	12	N
111	9	12	N
111	10	12	Y
112	1	12	N
112	2	12	N
112	3	12	N
112	4	12	Y
112	5	12	N
112	6	12	N
112	7	12	N
112	8	12	N
112	9	12	Y
112	10	12	N
113	1	12	N
113	2	12	N
113	3	12	Y
113	4	12	N
113	5	12	N
113	6	12	N
113	7	12	N
113	8	12	Y
113	9	12	N
113	10	12	N
114	1	12	N
114	2	12	Y
114	3	12	N
114	4	12	N
114	5	12	N
114	6	12	N
114	7	12	Y
114	8	12	N
114	9	12	N
114	10	12	N
115	1	12	Y
115	2	12	N
115	3	12	N
115	4	12	N
115	5	12	N
115	6	12	Y
115	7	12	N
115	8	12	N
115	9	12	N
115	10	12	N
116	1	12	N
116	2	12	N
116	3	12	N
116	4	12	N
116	5	12	Y
116	6	12	N
116	7	12	N
116	8	12	N
116	9	12	N
116	10	12	Y
117	1	12	N
117	2	12	N
117	3	12	N
117	4	12	Y
117	5	12	N
117	6	12	N
117	7	12	N
117	8	12	N
117	9	12	Y
117	10	12	N
118	1	12	N
118	2	12	N
118	3	12	Y
118	4	12	N
118	5	12	N
118	6	12	N
118	7	12	N
118	8	12	Y
118	9	12	N
118	10	12	N
119	1	12	N
119	2	12	Y
119	3	12	N
119	4	12	N
119	5	12	N
119	6	12	N
119	7	12	Y
119	8	12	N
119	9	12	N
119	10	12	N
120	1	12	Y
120	2	12	N
120	3	12	N
120	4	12	N
120	5	12	N
120	6	12	Y
120	7	12	N
120	8	12	N
120	9	12	N
120	10	12	N
121	1	13	N
121	2	13	N
121	3	13	N
121	4	13	N
121	5	13	Y
121	6	13	N
121	7	13	N
121	8	13	N
121	9	13	N
121	10	13	Y
122	1	13	N
122	2	13	N
122	3	13	N
122	4	13	Y
122	5	13	N
122	6	13	N
122	7	13	N
122	8	13	N
122	9	13	Y
122	10	13	N
123	1	13	N
123	2	13	N
123	3	13	Y
123	4	13	N
123	5	13	N
123	6	13	N
123	7	13	N
123	8	13	Y
123	9	13	N
123	10	13	N
124	1	13	N
124	2	13	Y
124	3	13	N
124	4	13	N
124	5	13	N
124	6	13	N
124	7	13	Y
124	8	13	N
124	9	13	N
124	10	13	N
125	1	13	Y
125	2	13	N
125	3	13	N
125	4	13	N
125	5	13	N
125	6	13	Y
125	7	13	N
125	8	13	N
125	9	13	N
125	10	13	N
126	1	13	N
126	2	13	N
126	3	13	N
126	4	13	N
126	5	13	Y
126	6	13	N
126	7	13	N
126	8	13	N
126	9	13	N
126	10	13	Y
127	1	13	N
127	2	13	N
127	3	13	N
127	4	13	Y
127	5	13	N
127	6	13	N
127	7	13	N
127	8	13	N
127	9	13	Y
127	10	13	N
128	1	13	N
128	2	13	N
128	3	13	Y
128	4	13	N
128	5	13	N
128	6	13	N
128	7	13	N
128	8	13	Y
128	9	13	N
128	10	13	N
129	1	13	N
129	2	13	Y
129	3	13	N
129	4	13	N
129	5	13	N
129	6	13	N
129	7	13	Y
129	8	13	N
129	9	13	N
129	10	13	N
130	1	13	Y
130	2	13	N
130	3	13	N
130	4	13	N
130	5	13	N
130	6	13	Y
130	7	13	N
130	8	13	N
130	9	13	N
130	10	13	N
131	1	14	N
131	2	14	N
131	3	14	N
131	4	14	N
131	5	14	Y
131	6	14	N
131	7	14	N
131	8	14	N
131	9	14	N
131	10	14	Y
132	1	14	N
132	2	14	N
132	3	14	N
132	4	14	Y
132	5	14	N
132	6	14	N
132	7	14	N
132	8	14	N
132	9	14	Y
132	10	14	N
133	1	14	N
133	2	14	N
133	3	14	Y
133	4	14	N
133	5	14	N
133	6	14	N
133	7	14	N
133	8	14	Y
133	9	14	N
133	10	14	N
134	1	14	N
134	2	14	Y
134	3	14	N
134	4	14	N
134	5	14	N
134	6	14	N
134	7	14	Y
134	8	14	N
134	9	14	N
134	10	14	N
135	1	14	Y
135	2	14	N
135	3	14	N
135	4	14	N
135	5	14	N
135	6	14	Y
135	7	14	N
135	8	14	N
135	9	14	N
135	10	14	N
136	1	14	N
136	2	14	N
136	3	14	N
136	4	14	N
136	5	14	Y
136	6	14	N
136	7	14	N
136	8	14	N
136	9	14	N
136	10	14	Y
137	1	14	N
137	2	14	N
137	3	14	N
137	4	14	Y
137	5	14	N
137	6	14	N
137	7	14	N
137	8	14	N
137	9	14	Y
137	10	14	N
138	1	14	N
138	2	14	N
138	3	14	Y
138	4	14	N
138	5	14	N
138	6	14	N
138	7	14	N
138	8	14	Y
138	9	14	N
138	10	14	N
139	1	14	N
139	2	14	Y
139	3	14	N
139	4	14	N
139	5	14	N
139	6	14	N
139	7	14	Y
139	8	14	N
139	9	14	N
139	10	14	N
140	1	14	Y
140	2	14	N
140	3	14	N
140	4	14	N
140	5	14	N
140	6	14	Y
140	7	14	N
140	8	14	N
140	9	14	N
140	10	14	N
141	1	15	N
141	2	15	N
141	3	15	N
141	4	15	N
141	5	15	Y
141	6	15	N
141	7	15	N
141	8	15	N
141	9	15	N
141	10	15	Y
142	1	15	N
142	2	15	N
142	3	15	N
142	4	15	Y
142	5	15	N
142	6	15	N
142	7	15	N
142	8	15	N
142	9	15	Y
142	10	15	N
143	1	15	N
143	2	15	N
143	3	15	Y
143	4	15	N
143	5	15	N
143	6	15	N
143	7	15	N
143	8	15	Y
143	9	15	N
143	10	15	N
144	1	15	N
144	2	15	Y
144	3	15	N
144	4	15	N
144	5	15	N
144	6	15	N
144	7	15	Y
144	8	15	N
144	9	15	N
144	10	15	N
145	1	15	Y
145	2	15	N
145	3	15	N
145	4	15	N
145	5	15	N
145	6	15	Y
145	7	15	N
145	8	15	N
145	9	15	N
145	10	15	N
146	1	15	N
146	2	15	N
146	3	15	N
146	4	15	N
146	5	15	Y
146	6	15	N
146	7	15	N
146	8	15	N
146	9	15	N
146	10	15	Y
147	1	15	N
147	2	15	N
147	3	15	N
147	4	15	Y
147	5	15	N
147	6	15	N
147	7	15	N
147	8	15	N
147	9	15	Y
147	10	15	N
148	1	15	N
148	2	15	N
148	3	15	Y
148	4	15	N
148	5	15	N
148	6	15	N
148	7	15	N
148	8	15	Y
148	9	15	N
148	10	15	N
149	1	15	N
149	2	15	Y
149	3	15	N
149	4	15	N
149	5	15	N
149	6	15	N
149	7	15	Y
149	8	15	N
149	9	15	N
149	10	15	N
150	1	15	Y
150	2	15	N
150	3	15	N
150	4	15	N
150	5	15	N
150	6	15	Y
150	7	15	N
150	8	15	N
150	9	15	N
150	10	15	N
151	1	16	N
151	2	16	N
151	3	16	N
151	4	16	N
151	5	16	Y
151	6	16	N
151	7	16	N
151	8	16	N
151	9	16	N
151	10	16	Y
152	1	16	N
152	2	16	N
152	3	16	N
152	4	16	Y
152	5	16	N
152	6	16	N
152	7	16	N
152	8	16	N
152	9	16	Y
152	10	16	N
153	1	16	N
153	2	16	N
153	3	16	Y
153	4	16	N
153	5	16	N
153	6	16	N
153	7	16	N
153	8	16	Y
153	9	16	N
153	10	16	N
154	1	16	N
154	2	16	Y
154	3	16	N
154	4	16	N
154	5	16	N
154	6	16	N
154	7	16	Y
154	8	16	N
154	9	16	N
154	10	16	N
155	1	16	Y
155	2	16	N
155	3	16	N
155	4	16	N
155	5	16	N
155	6	16	Y
155	7	16	N
155	8	16	N
155	9	16	N
155	10	16	N
156	1	16	N
156	2	16	N
156	3	16	N
156	4	16	N
156	5	16	Y
156	6	16	N
156	7	16	N
156	8	16	N
156	9	16	N
156	10	16	Y
157	1	16	N
157	2	16	N
157	3	16	N
157	4	16	Y
157	5	16	N
157	6	16	N
157	7	16	N
157	8	16	N
157	9	16	Y
157	10	16	N
158	1	16	N
158	2	16	N
158	3	16	Y
158	4	16	N
158	5	16	N
158	6	16	N
158	7	16	N
158	8	16	Y
158	9	16	N
158	10	16	N
159	1	16	N
159	2	16	Y
159	3	16	N
159	4	16	N
159	5	16	N
159	6	16	N
159	7	16	Y
159	8	16	N
159	9	16	N
159	10	16	N
160	1	16	Y
160	2	16	N
160	3	16	N
160	4	16	N
160	5	16	N
160	6	16	Y
160	7	16	N
160	8	16	N
160	9	16	N
160	10	16	N
161	1	17	N
161	2	17	N
161	3	17	N
161	4	17	N
161	5	17	Y
161	6	17	N
161	7	17	N
161	8	17	N
161	9	17	N
161	10	17	Y
162	1	17	N
162	2	17	N
162	3	17	N
162	4	17	Y
162	5	17	N
162	6	17	N
162	7	17	N
162	8	17	N
162	9	17	Y
162	10	17	N
163	1	17	N
163	2	17	N
163	3	17	Y
163	4	17	N
163	5	17	N
163	6	17	N
163	7	17	N
163	8	17	Y
163	9	17	N
163	10	17	N
164	1	17	N
164	2	17	Y
164	3	17	N
164	4	17	N
164	5	17	N
164	6	17	N
164	7	17	Y
164	8	17	N
164	9	17	N
164	10	17	N
165	1	17	Y
165	2	17	N
165	3	17	N
165	4	17	N
165	5	17	N
165	6	17	Y
165	7	17	N
165	8	17	N
165	9	17	N
165	10	17	N
166	1	17	N
166	2	17	N
166	3	17	N
166	4	17	N
166	5	17	Y
166	6	17	N
166	7	17	N
166	8	17	N
166	9	17	N
166	10	17	Y
167	1	17	N
167	2	17	N
167	3	17	N
167	4	17	Y
167	5	17	N
167	6	17	N
167	7	17	N
167	8	17	N
167	9	17	Y
167	10	17	N
168	1	17	N
168	2	17	N
168	3	17	Y
168	4	17	N
168	5	17	N
168	6	17	N
168	7	17	N
168	8	17	Y
168	9	17	N
168	10	17	N
169	1	17	N
169	2	17	Y
169	3	17	N
169	4	17	N
169	5	17	N
169	6	17	N
169	7	17	Y
169	8	17	N
169	9	17	N
169	10	17	N
170	1	17	Y
170	2	17	N
170	3	17	N
170	4	17	N
170	5	17	N
170	6	17	Y
170	7	17	N
170	8	17	N
170	9	17	N
170	10	17	N
171	1	18	N
171	2	18	N
171	3	18	N
171	4	18	N
171	5	18	Y
171	6	18	N
171	7	18	N
